number_of_steps,episode_number,won,algorithm,state,Q_value_state
8,124,0,standard,5,4.862731712285639e-05
3,125,0,standard,,
8,126,0,standard,,
14,127,0,standard,,
9,128,0,standard,,
3,129,0,standard,,
10,130,1,standard,,
11,131,0,standard,,
5,132,0,standard,,
9,133,0,standard,,
25,134,0,standard,,
5,135,0,standard,,
6,136,0,standard,,
6,137,0,standard,,
10,138,0,standard,5,0.00010402302419650702
3,139,0,standard,,
8,140,0,standard,,
4,141,0,standard,,
3,142,0,standard,,
9,143,0,standard,,
10,144,0,standard,,
2,145,0,standard,5,9.362072177685632e-05
21,146,0,standard,,
2,147,0,standard,5,8.425864959917068e-05
9,148,0,standard,,
11,149,0,standard,,
6,150,0,standard,,
2,151,0,standard,5,0.00011730906709955304
9,152,0,standard,,
5,153,0,standard,,
10,154,0,standard,5,0.00014407990527486275
6,155,0,standard,,
5,156,0,standard,,
7,157,0,standard,,
17,158,0,standard,,
2,159,0,standard,5,0.0001354635689858589
4,160,0,standard,,
27,161,1,standard,,
4,162,0,standard,,
3,163,0,standard,,
23,164,0,standard,5,0.0015012864
5,165,0,standard,,
30,166,0,standard,,
2,167,0,standard,,
3,168,0,standard,,
7,169,0,standard,,
4,170,0,standard,,
5,171,0,standard,,
10,172,0,standard,,
2,173,0,standard,,
5,174,0,standard,,
6,175,0,standard,,
4,176,0,standard,,
7,177,0,standard,,
15,178,0,standard,5,0.00135115776
15,179,0,standard,,
14,180,0,standard,,
4,181,0,standard,,
16,182,0,standard,5,0.0005276228441256362
8,183,0,standard,,
8,184,0,standard,,
3,185,0,standard,,
5,186,0,standard,,
6,187,0,standard,,
7,188,0,standard,,
13,189,0,standard,,
7,190,0,standard,,
2,191,0,standard,5,0.0006670575440370893
4,192,0,standard,,
7,193,0,standard,,
11,194,0,standard,,
26,195,0,standard,5,0.0006452072836068275
11,196,0,standard,,
10,197,0,standard,5,0.000565879591816518
6,198,0,standard,5,0.00011176725296410766
5,199,0,standard,,
2,200,0,standard,,
9,201,0,standard,,
5,202,0,standard,5,0.001216041984
2,203,0,standard,5,0.0005900129549833229
13,204,0,standard,,
5,205,0,standard,,
6,206,0,standard,,
11,207,0,standard,5,0.0010944377856
10,208,0,standard,,
5,209,0,standard,,
13,210,0,standard,5,0.00010059052766769689
8,211,0,standard,,
8,212,0,standard,,
5,213,0,standard,,
5,214,0,standard,,
9,215,0,standard,,
6,216,0,standard,,
2,217,0,standard,,
12,218,0,standard,,
9,219,0,standard,,
2,220,0,standard,,
7,221,0,standard,,
37,222,1,standard,,
8,223,0,standard,5,0.0008497763703269315
13,224,0,standard,,
17,225,0,standard,,
4,226,0,standard,,
8,227,0,standard,5,0.0010964256633449639
15,228,0,standard,,
2,229,0,standard,5,0.00114955544986026
5,230,0,standard,,
6,231,0,standard,,
3,232,0,standard,,
2,233,0,standard,5,0.001034599904874234
24,234,0,standard,,
6,235,0,standard,5,0.00020542352774806323
2,236,0,standard,,
5,237,0,standard,,
2,238,0,standard,5,0.001065540538521415
2,239,0,standard,5,0.0009589864846692735
5,240,0,standard,,
11,241,0,standard,,
11,242,0,standard,,
3,243,0,standard,5,0.0001848811749732569
2,244,0,standard,5,0.0009994381002967892
3,245,0,standard,,
4,246,0,standard,5,0.00016639305747593122
2,247,0,standard,5,0.0008994942902671103
5,248,0,standard,,
2,249,0,standard,5,0.0008095448612403992
10,250,0,standard,,
7,251,0,standard,,
5,252,0,standard,,
16,253,0,standard,,
5,254,0,standard,,
4,255,0,standard,,
9,256,0,standard,,
8,257,0,standard,5,0.0015882983903319683
6,258,0,standard,5,0.00019518286426362764
17,259,0,standard,,
10,260,0,standard,5,0.0013750021818946545
8,261,0,standard,,
2,262,0,standard,,
5,263,0,standard,,
3,264,0,standard,,
8,265,0,standard,,
15,266,1,standard,,
12,267,0,standard,,
5,268,0,standard,,
6,269,0,standard,,
5,270,0,standard,,
2,271,0,standard,5,0.00226139473194927
4,272,0,standard,,
8,273,0,standard,5,0.002035255258754343
9,274,0,standard,,
4,275,0,standard,5,0.00030296452948517453
11,276,0,standard,,
2,277,0,standard,5,0.0018317297328789089
7,278,0,standard,5,0.00027266807653665706
4,279,0,standard,,
12,280,0,standard,,
5,281,0,standard,,
6,282,0,standard,,
22,283,0,standard,,
18,284,0,standard,,
8,285,0,standard,5,0.0022482528240514014
10,286,0,standard,,
33,287,0,standard,5,0.0004651953819570868
2,288,0,standard,5,0.0025392093718086825
2,289,0,standard,5,0.002285288434627814
9,290,0,standard,5,0.011403502798178883
8,291,0,standard,,
3,292,0,standard,,
7,293,0,standard,5,0.0005266286054391965
2,294,0,standard,5,0.0023768531871875324
10,295,0,standard,,
8,296,0,standard,,
5,297,0,standard,,
2,298,0,standard,5,0.002139167868468779
13,299,0,standard,,
3,300,0,standard,,
6,301,0,standard,,
5,302,0,standard,,
6,303,0,standard,5,0.0005763895164597054
7,304,0,standard,,
3,305,0,standard,,
10,306,0,standard,5,0.0019285871477767804
2,307,0,standard,5,0.0017357284329991025
5,308,0,standard,,
6,309,0,standard,,
21,310,0,standard,,
2,311,0,standard,5,0.0015621555896991922
8,312,0,standard,,
7,313,0,standard,,
5,314,0,standard,,
2,315,0,standard,5,0.001405940030729273
3,316,0,standard,,
5,317,0,standard,5,0.010263152518360996
5,318,0,standard,,
5,319,0,standard,,
11,320,0,standard,,
9,321,0,standard,,
19,322,0,standard,,
9,323,0,standard,,
8,324,0,standard,5,0.0035804171487688542
7,325,0,standard,,
9,326,0,standard,,
2,327,0,standard,5,0.0032223754338919688
6,328,0,standard,,
3,329,0,standard,,
10,330,0,standard,,
4,331,0,standard,,
2,332,0,standard,,
9,333,0,standard,,
12,334,0,standard,,
9,335,0,standard,,
2,336,0,standard,5,0.002900137890502772
2,337,0,standard,5,0.0026101241014524945
4,338,0,standard,5,0.0007813304135866169
3,339,0,standard,5,0.0007031973722279552
11,340,0,standard,,
2,341,0,standard,,
10,342,0,standard,,
8,343,0,standard,,
15,344,0,standard,,
4,345,0,standard,,
9,346,1,standard,,
2,347,0,standard,5,0.002882801225851867
15,348,0,standard,5,0.024847381146480666
12,349,0,standard,,
10,350,0,standard,,
14,351,0,standard,,
2,352,0,standard,,
5,353,0,standard,5,0.025388994992850616
3,354,0,standard,5,0.0006328776350051597
4,355,0,standard,,
7,356,0,standard,,
15,357,0,standard,5,0.030252085667163215
10,358,0,standard,,
8,359,0,standard,,
13,360,0,standard,,
5,361,0,standard,,
6,362,0,standard,,
5,363,0,standard,,
12,364,1,standard,,
9,365,0,standard,,
12,366,0,standard,,
14,367,0,standard,,
8,368,0,standard,,
17,369,0,standard,,
11,370,0,standard,,
11,371,0,standard,,
19,372,0,standard,,
2,373,0,standard,5,0.00909330008371755
7,374,0,standard,,
10,375,0,standard,,
5,376,0,standard,,
9,377,0,standard,,
8,378,0,standard,5,0.00912062337497991
13,379,0,standard,,
5,380,0,standard,,
8,381,0,standard,,
5,382,0,standard,,
6,383,0,standard,,
3,384,0,standard,5,0.001278434099046113
8,385,0,standard,5,0.008902068168267824
16,386,0,standard,,
2,387,0,standard,,
2,388,0,standard,5,0.009194684647588984
5,389,0,standard,,
12,390,0,standard,,
9,391,0,standard,,
9,392,0,standard,,
37,393,0,standard,,
7,394,0,standard,,
10,395,0,standard,5,0.010203015476616322
9,396,1,standard,,
2,397,0,standard,5,0.00918271392895469
9,398,0,standard,,
4,399,0,standard,,
11,400,1,standard,,
7,401,0,standard,,
4,402,0,standard,5,0.001651486587157481
2,403,0,standard,5,0.00826444253605922
12,404,0,standard,,
2,405,0,standard,5,0.007437998282453298
2,406,0,standard,,
11,407,0,standard,,
10,408,0,standard,,
9,409,0,standard,,
20,410,1,standard,,
7,411,0,standard,,
2,412,0,standard,5,0.008899036872374332
2,413,0,standard,5,0.008009133185136899
5,414,0,standard,,
2,415,0,standard,5,0.007208219866623209
4,416,0,standard,,
6,417,0,standard,,
3,418,0,standard,5,0.001486337928441733
3,419,0,standard,,
8,420,0,standard,,
4,421,0,standard,,
2,422,0,standard,,
19,423,1,standard,,
9,424,0,standard,,
5,425,0,standard,,
9,426,0,standard,,
5,427,0,standard,,
24,428,0,standard,,
12,429,0,standard,,
6,430,0,standard,,
5,431,0,standard,,
9,432,0,standard,,
2,433,0,standard,5,0.012950059432243205
7,434,0,standard,,
2,435,0,standard,5,0.011655053489018885
35,436,0,standard,,
8,437,0,standard,5,0.013265390672177524
20,438,0,standard,,
5,439,0,standard,,
4,440,0,standard,,
4,441,0,standard,,
2,442,0,standard,5,0.011938851604959772
5,443,0,standard,,
6,444,0,standard,,
3,445,0,standard,,
3,446,0,standard,,
5,447,0,standard,,
2,448,0,standard,5,0.010744966444463794
3,449,0,standard,,
6,450,0,standard,,
19,451,1,standard,,
2,452,0,standard,5,0.014381454438229507
9,453,0,standard,,
12,454,1,standard,,
14,455,0,standard,5,0.0035463843753221905
11,456,0,standard,,
8,457,0,standard,,
6,458,0,standard,,
13,459,0,standard,,
5,460,0,standard,,
8,461,0,standard,,
2,462,0,standard,5,0.020300950480167234
13,463,0,standard,,
9,464,0,standard,,
6,465,0,standard,,
4,466,0,standard,,
3,467,0,standard,,
5,468,0,standard,,
4,469,0,standard,,
10,470,0,standard,,
5,471,0,standard,,
11,472,0,standard,,
2,473,0,standard,5,0.01824141411503525
7,474,0,standard,,
12,475,0,standard,,
3,476,0,standard,5,0.004068548829998735
6,477,0,standard,,
3,478,0,standard,,
11,479,0,standard,,
12,480,1,standard,,
8,481,0,standard,5,0.019242928716199405
4,482,0,standard,,
11,483,0,standard,,
8,484,1,standard,,
6,485,0,standard,,
7,486,0,standard,,
5,487,0,standard,,
11,488,1,standard,,
9,489,0,standard,,
8,490,0,standard,5,0.017318635844579464
8,491,0,standard,,
19,492,0,standard,,
3,493,0,standard,,
22,494,0,standard,,
6,495,0,standard,,
19,496,1,standard,,
3,497,0,standard,,
2,498,0,standard,5,0.019524945252417335
5,499,0,standard,5,0.08424958235670528
3,500,0,standard,,
6,501,0,standard,,
2,502,0,standard,,
5,503,0,standard,,
3,504,0,standard,5,0.004117409439254497
11,505,0,standard,,
14,506,0,standard,,
9,507,0,standard,,
7,508,0,standard,,
2,509,0,standard,,
8,510,0,standard,,
11,511,0,standard,,
4,512,0,standard,,
9,513,0,standard,,
2,514,0,standard,,
4,515,0,standard,,
15,516,0,standard,,
9,517,0,standard,5,0.10861700868529932
15,518,0,standard,,
2,519,0,standard,5,0.0302818230845853
4,520,0,standard,,
6,521,0,standard,,
5,522,0,standard,5,0.09775530781676939
7,523,0,standard,,
10,524,0,standard,,
11,525,0,standard,,
7,526,0,standard,,
7,527,0,standard,,
5,528,0,standard,,
8,529,0,standard,5,0.03234207122271185
7,530,0,standard,,
10,531,1,standard,,
11,532,0,standard,,
2,533,0,standard,5,0.029107864100440663
19,534,1,standard,,
21,535,0,standard,,
7,536,0,standard,,
3,537,0,standard,,
3,538,0,standard,5,0.0037056684953290474
2,539,0,standard,5,0.026197077690396597
6,540,0,standard,,
2,541,0,standard,5,0.023577369921356936
7,542,0,standard,,
5,543,0,standard,,
7,544,0,standard,,
21,545,0,standard,,
16,546,0,standard,,
3,547,0,standard,,
5,548,0,standard,,
12,549,0,standard,,
3,550,0,standard,,
7,551,1,standard,,
10,552,0,standard,5,0.03815002353932682
6,553,1,standard,,
12,554,0,standard,,
11,555,0,standard,,
2,556,0,standard,5,0.03433502118539414
2,557,0,standard,5,0.030901519066854725
5,558,0,standard,,
9,559,0,standard,,
6,560,0,standard,,
5,561,0,standard,,
6,562,0,standard,,
4,563,0,standard,5,0.0038932320184133446
2,564,0,standard,,
2,565,0,standard,5,0.03650733455304808
8,566,0,standard,5,0.03285660109774327
2,567,0,standard,5,0.029570940987968943
10,568,0,standard,,
2,569,0,standard,5,0.02661384688917205
3,570,0,standard,,
27,571,0,standard,5,0.004969002007562159
4,572,0,standard,,
2,573,0,standard,5,0.023952462200254845
2,574,0,standard,5,0.02155721598022936
15,575,0,standard,,
4,576,0,standard,,
3,577,0,standard,,
9,578,1,standard,,
17,579,0,standard,,
10,580,0,standard,,
5,581,0,standard,,
10,582,0,standard,,
8,583,0,standard,,
3,584,0,standard,5,0.004472101806805943
4,585,0,standard,,
5,586,0,standard,,
4,587,0,standard,,
6,588,0,standard,,
19,589,0,standard,,
7,590,0,standard,,
13,591,0,standard,,
11,592,0,standard,,
11,593,0,standard,,
10,594,0,standard,,
7,595,0,standard,,
7,596,0,standard,,
6,597,0,standard,,
2,598,0,standard,5,0.04476769622608217
9,599,0,standard,,
17,600,0,standard,,
5,601,0,standard,,
8,602,0,standard,5,0.040290926603473956
7,603,0,standard,,
14,604,0,standard,,
5,605,0,standard,,
5,606,0,standard,,
8,607,0,standard,,
8,608,0,standard,,
11,609,0,standard,5,0.21370142535335843
5,610,0,standard,,
2,611,0,standard,5,0.03626183394312656
13,612,0,standard,,
6,613,0,standard,,
7,614,0,standard,,
5,615,0,standard,,
10,616,0,standard,,
14,617,0,standard,,
7,618,0,standard,,
2,619,0,standard,,
18,620,0,standard,,
3,621,0,standard,,
9,622,0,standard,,
7,623,0,standard,,
8,624,1,standard,,
10,625,1,standard,,
5,626,0,standard,,
3,627,0,standard,,
12,628,0,standard,,
4,629,0,standard,,
11,630,0,standard,,
9,631,0,standard,5,0.20458585945850033
4,632,0,standard,,
3,633,0,standard,,
10,634,0,standard,,
15,635,0,standard,,
11,636,0,standard,5,0.18770759735057796
8,637,1,standard,,
5,638,0,standard,,
10,639,1,standard,,
8,640,0,standard,,
6,641,0,standard,5,0.007575822989053524
16,642,0,standard,,
2,643,0,standard,,
8,644,0,standard,,
11,645,1,standard,,
19,646,0,standard,,
5,647,0,standard,,
29,648,0,standard,,
6,649,0,standard,,
17,650,0,standard,,
17,651,0,standard,,
8,652,1,standard,,
7,653,0,standard,,
30,654,0,standard,,
9,655,0,standard,,
10,656,0,standard,,
3,657,0,standard,,
17,658,0,standard,,
7,659,0,standard,,
10,660,0,standard,,
10,661,1,standard,,
27,662,0,standard,,
7,663,0,standard,,
3,664,0,standard,,
2,665,0,standard,,
6,666,0,standard,,
4,667,0,standard,,
14,668,0,standard,,
13,669,0,standard,5,0.016235920528973286
11,670,0,standard,,
3,671,0,standard,,
8,672,0,standard,,
16,673,1,standard,,
8,674,0,standard,5,0.1129793606567277
9,675,0,standard,5,0.1934966134530688
5,676,0,standard,,
7,677,0,standard,,
8,678,0,standard,5,0.10168142459105493
11,679,0,standard,,
2,680,0,standard,,
2,681,0,standard,5,0.09151328213194944
2,682,0,standard,,
2,683,0,standard,,
13,684,0,standard,,
24,685,0,standard,5,0.19741116436665884
16,686,0,standard,,
5,687,0,standard,,
26,688,0,standard,,
5,689,0,standard,5,0.17767004792999297
2,690,0,standard,5,0.09095499800314148
3,691,0,standard,,
5,692,0,standard,,
16,693,0,standard,,
27,694,0,standard,,
18,695,1,standard,,
17,696,0,standard,,
15,697,0,standard,,
14,698,0,standard,,
11,699,0,standard,,
3,700,0,standard,,
2,701,0,standard,5,0.09452251336458858
8,702,0,standard,,
8,703,0,standard,,
6,704,0,standard,,
12,705,0,standard,5,0.1796552299173414
3,706,0,standard,,
16,707,0,standard,5,0.08507026202812973
11,708,0,standard,,
8,709,0,standard,,
17,710,0,standard,,
9,711,0,standard,,
8,712,0,standard,,
3,713,0,standard,,
5,714,0,standard,,
2,715,0,standard,5,0.07656323582531675
13,716,1,standard,,
5,717,0,standard,5,0.16168970692560725
5,718,0,standard,,
13,719,0,standard,,
26,720,0,standard,,
26,721,0,standard,,
2,722,0,standard,5,0.08771761713946684
13,723,0,standard,,
21,724,0,standard,,
13,725,0,standard,,
8,726,1,standard,,
10,727,0,standard,,
14,728,0,standard,,
18,729,0,standard,5,0.0832035114570351
15,730,0,standard,,
14,731,0,standard,,
36,732,0,standard,5,0.1455207362330465
4,733,0,standard,5,0.02821918787730198
10,734,0,standard,5,0.08486769592233194
6,735,0,standard,,
16,736,0,standard,5,0.08219026668257028
2,737,0,standard,5,0.07397124001431325
29,738,0,standard,,
5,739,0,standard,,
8,740,0,standard,,
4,741,0,standard,5,0.02539726908957178
6,742,0,standard,,
18,743,0,standard,5,0.0735791172211111
22,744,0,standard,,
6,745,0,standard,,
21,746,0,standard,,
4,747,0,standard,,
10,748,0,standard,,
22,749,0,standard,,
8,750,0,standard,,
7,751,0,standard,,
5,752,0,standard,,
5,753,0,standard,5,0.13096866260974185
10,754,0,standard,5,0.09192890387166035
12,755,0,standard,,
11,756,0,standard,,
2,757,0,standard,5,0.08273601348449432
9,758,0,standard,,
10,759,0,standard,,
6,760,0,standard,,
5,761,0,standard,,
2,762,0,standard,,
6,763,0,standard,,
22,764,0,standard,,
7,765,0,standard,,
8,766,0,standard,,
6,767,0,standard,,
14,768,0,standard,,
9,769,0,standard,,
2,770,0,standard,,
6,771,0,standard,,
8,772,0,standard,5,0.0824814744977523
13,773,0,standard,5,0.02758248264154467
3,774,0,standard,,
2,775,0,standard,5,0.07610483033317701
8,776,0,standard,,
6,777,0,standard,,
33,778,0,standard,,
6,779,0,standard,,
4,780,0,standard,,
6,781,0,standard,,
31,782,0,standard,,
6,783,0,standard,,
10,784,0,standard,,
28,785,0,standard,,
12,786,0,standard,,
16,787,0,standard,,
2,788,0,standard,5,0.0942740507549382
10,789,0,standard,,
8,790,0,standard,,
11,791,0,standard,,
17,792,0,standard,,
5,793,0,standard,,
10,794,1,standard,,
13,795,0,standard,,
26,796,0,standard,,
10,797,1,standard,,
13,798,0,standard,,
22,799,0,standard,,
40,800,0,standard,,
6,801,0,standard,,
26,802,0,standard,5,0.1045336873995921
8,803,0,standard,,
25,804,0,standard,,
26,805,1,standard,,
10,806,0,standard,5,0.09408031865963289
21,807,0,standard,,
22,808,0,standard,,
8,809,0,standard,5,0.0846722867936696
5,810,0,standard,,
2,811,0,standard,5,0.07620505811430264
3,812,0,standard,,
14,813,1,standard,,
35,814,0,standard,,
17,815,0,standard,,
15,816,1,standard,,
17,817,0,standard,,
6,818,0,standard,,
3,819,0,standard,,
6,820,0,standard,5,0.03273919311790063
8,821,0,standard,5,0.06858455230287237
11,822,0,standard,,
3,823,0,standard,5,0.02946527380611057
2,824,0,standard,,
16,825,0,standard,,
24,826,0,standard,,
5,827,0,standard,,
5,828,0,standard,,
26,829,1,standard,,
15,830,1,standard,,
4,831,0,standard,,
9,832,0,standard,,
10,833,0,standard,5,0.07884698096187243
36,834,0,standard,,
5,835,0,standard,,
14,836,0,standard,,
14,837,0,standard,,
13,838,0,standard,,
5,839,0,standard,,
14,840,0,standard,,
13,841,0,standard,,
35,842,0,standard,,
10,843,1,standard,,
9,844,0,standard,,
6,845,0,standard,,
3,846,0,standard,,
19,847,0,standard,,
13,848,0,standard,,
29,849,0,standard,,
14,850,0,standard,,
5,851,0,standard,,
12,852,0,standard,,
21,853,1,standard,,
14,854,0,standard,,
37,855,0,standard,,
17,856,0,standard,5,0.09080896038729276
5,857,0,standard,,
3,858,0,standard,,
35,859,0,standard,,
18,860,0,standard,,
9,861,0,standard,,
8,862,0,standard,,
10,863,0,standard,,
21,864,0,standard,,
14,865,0,standard,,
10,866,0,standard,5,0.09368148393485012
13,867,0,standard,,
5,868,0,standard,5,0.15051839721195764
30,869,0,standard,,
2,870,0,standard,5,0.09251657634538488
29,871,0,standard,,
13,872,0,standard,,
6,873,0,standard,,
4,874,0,standard,,
8,875,0,standard,,
24,876,0,standard,,
8,877,0,standard,,
2,878,0,standard,5,0.09679659079907207
2,879,0,standard,5,0.08711693171916486
11,880,0,standard,,
22,881,0,standard,,
35,882,1,standard,,
2,883,0,standard,5,0.08317484899368943
16,884,1,standard,,
13,885,0,standard,,
5,886,0,standard,5,0.1354665574907619
14,887,0,standard,5,0.042837001931436754
11,888,0,standard,,
16,889,1,standard,,
6,890,0,standard,,
8,891,0,standard,,
15,892,0,standard,,
10,893,1,standard,,
7,894,0,standard,,
2,895,0,standard,5,0.1060837900849143
2,896,0,standard,5,0.09547541107642286
10,897,0,standard,5,0.08592786996878057
6,898,0,standard,,
14,899,0,standard,,
4,900,0,standard,,
10,901,0,standard,,
22,902,0,standard,,
19,903,0,standard,5,0.15678377284246128
10,904,0,standard,,
6,905,0,standard,,
3,906,0,standard,,
5,907,0,standard,,
16,908,0,standard,,
8,909,0,standard,5,0.07733508297190252
14,910,0,standard,,
38,911,0,standard,,
10,912,1,standard,,
9,913,0,standard,,
7,914,0,standard,,
11,915,0,standard,,
3,916,0,standard,,
5,917,0,standard,,
8,918,0,standard,,
13,919,0,standard,,
11,920,0,standard,,
9,921,0,standard,,
15,922,0,standard,,
3,923,0,standard,,
4,924,0,standard,,
12,925,0,standard,,
11,926,0,standard,,
8,927,0,standard,,
26,928,0,standard,,
6,929,0,standard,,
21,930,1,standard,,
7,931,0,standard,,
8,932,0,standard,,
13,933,0,standard,,
4,934,0,standard,,
22,935,0,standard,,
3,936,0,standard,,
26,937,1,standard,,
16,938,1,standard,,
3,939,0,standard,,
27,940,0,standard,5,0.05395363572063681
3,941,0,standard,,
8,942,0,standard,,
42,943,1,standard,,
19,944,0,standard,,
4,945,0,standard,,
21,946,0,standard,,
21,947,1,standard,,
2,948,0,standard,5,0.14405506295046025
6,949,0,standard,,
19,950,0,standard,,
19,951,0,standard,,
36,952,0,standard,5,0.24595118582401393
7,953,0,standard,,
3,954,0,standard,,
16,955,1,standard,,
8,956,0,standard,,
11,957,0,standard,,
21,958,1,standard,,
6,959,1,standard,,
4,960,0,standard,,
15,961,0,standard,5,0.22135606724161253
4,962,0,standard,5,0.048558272148573126
11,963,0,standard,,
6,964,0,standard,5,0.04370244493371581
16,965,0,standard,,
11,966,0,standard,,
37,967,0,standard,,
10,968,0,standard,,
33,969,0,standard,,
9,970,0,standard,,
2,971,0,standard,5,0.15467567170699664
11,972,0,standard,,
10,973,0,standard,5,0.14890868152901243
6,974,0,standard,,
13,975,0,standard,,
8,976,0,standard,5,0.14406337293155802
21,977,0,standard,,
3,978,0,standard,,
2,979,0,standard,5,0.12965703563840222
7,980,0,standard,,
10,981,0,standard,,
14,982,0,standard,,
6,983,0,standard,,
28,984,0,standard,,
16,985,1,standard,,
16,986,1,standard,,
26,987,0,standard,,
12,988,0,standard,,
17,989,0,standard,,
3,990,0,standard,,
3,991,0,standard,,
5,992,0,standard,,
6,993,0,standard,,
6,994,0,standard,,
17,995,0,standard,5,0.15695177671066066
16,996,0,standard,5,0.1412565990395946
2,997,0,standard,5,0.12713093913563514
19,998,0,standard,,
10,999,1,standard,,
11,1000,0,standard,,
11,1001,0,standard,,
8,1002,0,standard,,
9,1003,1,standard,,
3,1004,0,standard,,
35,1005,0,standard,,
27,1006,0,standard,,
21,1007,0,standard,,
17,1008,1,standard,,
9,1009,0,standard,,
19,1010,0,standard,,
26,1011,0,standard,,
45,1012,0,standard,,
18,1013,0,standard,5,0.15236187953365288
26,1014,0,standard,5,0.1371256915802876
26,1015,0,standard,,
27,1016,0,standard,,
8,1017,0,standard,,
43,1018,0,standard,,
16,1019,0,standard,5,0.12341312242225883
14,1020,0,standard,,
6,1021,0,standard,,
16,1022,1,standard,,
6,1023,0,standard,,
2,1024,0,standard,5,0.11107181018003294
16,1025,1,standard,,
7,1026,0,standard,,
8,1027,0,standard,,
17,1028,1,standard,,
15,1029,0,standard,,
6,1030,0,standard,,
26,1031,0,standard,,
6,1032,0,standard,,
21,1033,0,standard,,
62,1034,0,standard,,
3,1035,0,standard,,
19,1036,0,standard,,
16,1037,0,standard,,
16,1038,1,standard,,
25,1039,0,standard,,
21,1040,0,standard,5,0.13578003664664604
2,1041,0,standard,5,0.12220203298198143
27,1042,0,standard,,
12,1043,0,standard,,
21,1044,0,standard,,
7,1045,0,standard,,
27,1046,0,standard,,
2,1047,0,standard,5,0.1288760594844329
2,1048,0,standard,5,0.1159884535359896
21,1049,0,standard,5,0.10438960818239064
2,1050,0,standard,5,0.09395064736415157
10,1051,1,standard,,
6,1052,0,standard,,
53,1053,1,standard,,
15,1054,0,standard,,
15,1055,0,standard,,
8,1056,0,standard,,
25,1057,0,standard,5,0.048500569906681154
25,1058,0,standard,,
14,1059,0,standard,,
10,1060,1,standard,,
6,1061,0,standard,,
15,1062,0,standard,,
12,1063,0,standard,,
8,1064,1,standard,,
8,1065,0,standard,,
8,1066,0,standard,,
3,1067,0,standard,,
36,1068,0,standard,5,0.33153728660571413
5,1069,0,standard,,
2,1070,0,standard,,
10,1071,0,standard,5,0.12699413372597862
40,1072,1,standard,,
21,1073,1,standard,,
10,1074,0,standard,,
50,1075,0,standard,,
18,1076,0,standard,,
16,1077,1,standard,,
