number_of_steps,episode_number,won,algorithm,state,Q_value_state
27,3386,0,standard,,
31,3387,1,standard,,
31,3388,1,standard,,
31,3389,1,standard,,
31,3390,1,standard,,
31,3391,1,standard,,
31,3392,1,standard,,
31,3393,1,standard,,
31,3394,1,standard,,
31,3395,1,standard,,
31,3396,1,standard,,
12,3397,0,standard,,
31,3398,1,standard,,
31,3399,1,standard,,
31,3400,1,standard,,
19,3401,1,standard,,
31,3402,1,standard,,
31,3403,1,standard,,
29,3404,1,standard,,
31,3405,1,standard,,
31,3406,1,standard,,
31,3407,1,standard,,
31,3408,1,standard,,
31,3409,1,standard,,
31,3410,1,standard,,
31,3411,1,standard,,
31,3412,1,standard,,
32,3413,1,standard,,
17,3414,0,standard,5,0.22360175921384726
31,3415,1,standard,,
17,3416,0,standard,5,0.20124158329246253
31,3417,1,standard,,
31,3418,1,standard,,
31,3419,1,standard,,
31,3420,1,standard,,
31,3421,1,standard,,
22,3422,0,standard,,
29,3423,1,standard,,
31,3424,1,standard,,
31,3425,1,standard,,
31,3426,1,standard,,
19,3427,0,standard,,
31,3428,1,standard,,
31,3429,1,standard,,
28,3430,1,standard,,
31,3431,1,standard,,
31,3432,1,standard,,
19,3433,1,standard,,
31,3434,1,standard,,
32,3435,1,standard,,
21,3436,0,standard,,
31,3437,1,standard,,
31,3438,1,standard,,
31,3439,1,standard,,
11,3440,0,standard,,
31,3441,1,standard,,
19,3442,0,standard,,
31,3443,1,standard,,
3,3444,0,standard,,
31,3445,1,standard,,
100,3446,0,standard,,
31,3447,1,standard,,
31,3448,1,standard,,
31,3449,1,standard,,
29,3450,0,standard,5,0.2948624367106021
6,3451,0,standard,,
6,3452,0,standard,,
25,3453,0,standard,,
31,3454,1,standard,,
31,3455,1,standard,,
31,3456,1,standard,,
31,3457,1,standard,,
55,3458,0,standard,,
31,3459,1,standard,,
31,3460,1,standard,,
31,3461,1,standard,,
29,3462,0,standard,5,0.26537619303954185
31,3463,1,standard,,
31,3464,1,standard,,
10,3465,0,standard,5,0.2233844592488481
31,3466,1,standard,,
31,3467,1,standard,,
14,3468,0,standard,,
26,3469,0,standard,,
31,3470,1,standard,,
31,3471,1,standard,,
31,3472,1,standard,,
31,3473,1,standard,,
19,3474,1,standard,,
31,3475,1,standard,,
31,3476,1,standard,,
31,3477,1,standard,,
31,3478,1,standard,,
12,3479,0,standard,,
31,3480,1,standard,,
67,3481,0,standard,5,0.20104601332396327
31,3482,1,standard,,
31,3483,1,standard,,
31,3484,1,standard,,
31,3485,1,standard,,
31,3486,1,standard,,
31,3487,1,standard,,
25,3488,0,standard,,
31,3489,1,standard,,
31,3490,1,standard,,
31,3491,1,standard,,
11,3492,0,standard,,
6,3493,0,standard,,
31,3494,1,standard,,
31,3495,1,standard,,
31,3496,1,standard,,
31,3497,1,standard,,
31,3498,1,standard,,
3,3499,0,standard,,
31,3500,1,standard,,
31,3501,1,standard,,
31,3502,1,standard,,
11,3503,0,standard,,
100,3504,0,standard,,
13,3505,0,standard,,
13,3506,0,standard,,
100,3507,0,standard,,
31,3508,1,standard,,
31,3509,1,standard,,
31,3510,1,standard,,
31,3511,1,standard,,
31,3512,1,standard,,
17,3513,0,standard,5,0.20395265703645077
31,3514,1,standard,,
28,3515,0,standard,,
31,3516,1,standard,,
31,3517,1,standard,,
31,3518,1,standard,,
31,3519,1,standard,,
31,3520,1,standard,,
31,3521,1,standard,,
36,3522,1,standard,,
31,3523,1,standard,,
31,3524,1,standard,,
19,3525,1,standard,,
31,3526,1,standard,,
31,3527,1,standard,,
31,3528,1,standard,,
31,3529,1,standard,,
34,3530,0,standard,,
31,3531,1,standard,,
31,3532,1,standard,,
31,3533,1,standard,,
31,3534,1,standard,,
92,3535,1,standard,,
31,3536,1,standard,,
31,3537,1,standard,,
31,3538,1,standard,,
31,3539,1,standard,,
27,3540,0,standard,,
31,3541,1,standard,,
31,3542,1,standard,,
31,3543,1,standard,,
31,3544,1,standard,,
31,3545,1,standard,,
31,3546,1,standard,,
20,3547,1,standard,,
31,3548,1,standard,,
32,3549,1,standard,,
31,3550,1,standard,,
31,3551,1,standard,,
36,3552,1,standard,,
31,3553,1,standard,,
31,3554,1,standard,,
19,3555,1,standard,,
31,3556,1,standard,,
31,3557,1,standard,,
31,3558,1,standard,,
31,3559,1,standard,,
31,3560,1,standard,,
31,3561,1,standard,,
31,3562,1,standard,,
31,3563,1,standard,,
10,3564,0,standard,5,0.19453988031617533
31,3565,1,standard,,
31,3566,1,standard,,
31,3567,1,standard,,
31,3568,1,standard,,
31,3569,1,standard,,
19,3570,0,standard,,
29,3571,0,standard,5,0.2918428845920458
31,3572,1,standard,,
31,3573,1,standard,,
31,3574,1,standard,,
31,3575,1,standard,,
31,3576,1,standard,,
31,3577,1,standard,,
31,3578,1,standard,,
31,3579,1,standard,,
31,3580,1,standard,,
31,3581,1,standard,,
31,3582,1,standard,,
31,3583,1,standard,,
31,3584,1,standard,,
14,3585,0,standard,,
31,3586,1,standard,,
31,3587,1,standard,,
31,3588,1,standard,,
31,3589,1,standard,,
10,3590,0,standard,5,0.1750858922845578
31,3591,1,standard,,
31,3592,1,standard,,
31,3593,1,standard,,
31,3594,1,standard,,
31,3595,1,standard,,
31,3596,1,standard,,
9,3597,0,standard,,
19,3598,1,standard,,
31,3599,1,standard,,
22,3600,0,standard,,
31,3601,1,standard,,
31,3602,1,standard,,
100,3603,0,standard,,
31,3604,1,standard,,
31,3605,1,standard,,
31,3606,1,standard,,
31,3607,1,standard,,
31,3608,1,standard,,
31,3609,1,standard,,
31,3610,1,standard,,
19,3611,0,standard,,
31,3612,1,standard,,
31,3613,1,standard,,
31,3614,1,standard,,
31,3615,1,standard,,
31,3616,1,standard,,
31,3617,1,standard,,
19,3618,1,standard,,
31,3619,1,standard,,
19,3620,1,standard,,
36,3621,1,standard,,
31,3622,1,standard,,
31,3623,1,standard,,
17,3624,0,standard,5,0.2010870934111919
31,3625,1,standard,,
31,3626,1,standard,,
31,3627,1,standard,,
31,3628,1,standard,,
31,3629,1,standard,,
31,3630,1,standard,,
31,3631,1,standard,,
36,3632,1,standard,,
31,3633,1,standard,,
27,3634,0,standard,,
31,3635,1,standard,,
31,3636,1,standard,,
11,3637,0,standard,,
31,3638,1,standard,,
31,3639,1,standard,,
31,3640,1,standard,,
38,3641,1,standard,,
19,3642,1,standard,,
31,3643,1,standard,,
15,3644,0,standard,,
31,3645,1,standard,,
31,3646,1,standard,,
60,3647,1,standard,,
30,3648,1,standard,,
31,3649,1,standard,,
31,3650,1,standard,,
31,3651,1,standard,,
97,3652,0,standard,,
31,3653,1,standard,,
31,3654,1,standard,,
31,3655,1,standard,,
11,3656,0,standard,,
31,3657,1,standard,,
31,3658,1,standard,,
31,3659,1,standard,,
63,3660,1,standard,,
31,3661,1,standard,,
31,3662,1,standard,,
32,3663,1,standard,,
31,3664,1,standard,,
31,3665,1,standard,,
31,3666,1,standard,,
30,3667,0,standard,,
31,3668,1,standard,,
31,3669,1,standard,,
31,3670,1,standard,,
31,3671,1,standard,,
20,3672,1,standard,,
31,3673,1,standard,,
31,3674,1,standard,,
59,3675,0,standard,,
31,3676,1,standard,,
31,3677,1,standard,,
100,3678,0,standard,,
31,3679,1,standard,,
31,3680,1,standard,,
31,3681,1,standard,,
26,3682,0,standard,,
31,3683,1,standard,,
31,3684,1,standard,,
31,3685,1,standard,,
31,3686,1,standard,,
100,3687,0,standard,,
31,3688,1,standard,,
31,3689,1,standard,,
29,3690,0,standard,5,0.3575323702456906
31,3691,1,standard,,
58,3692,1,standard,,
26,3693,0,standard,,
26,3694,0,standard,,
45,3695,0,standard,,
7,3696,0,standard,,
26,3697,0,standard,,
26,3698,0,standard,,
9,3699,0,standard,5,0.32177913322112156
26,3700,0,standard,,
19,3701,1,standard,,
19,3702,1,standard,,
19,3703,1,standard,,
19,3704,1,standard,,
19,3705,1,standard,,
8,3706,0,standard,,
8,3707,0,standard,,
19,3708,1,standard,,
19,3709,1,standard,,
26,3710,0,standard,,
23,3711,0,standard,,
26,3712,0,standard,,
26,3713,0,standard,,
18,3714,1,standard,,
7,3715,0,standard,,
26,3716,0,standard,,
18,3717,1,standard,,
26,3718,0,standard,,
18,3719,1,standard,,
21,3720,1,standard,,
26,3721,0,standard,,
9,3722,0,standard,5,0.2896012198990094
8,3723,0,standard,,
14,3724,1,standard,,
8,3725,0,standard,,
13,3726,1,standard,,
13,3727,1,standard,,
13,3728,1,standard,,
13,3729,1,standard,,
13,3730,1,standard,,
13,3731,1,standard,,
22,3732,1,standard,,
13,3733,1,standard,,
13,3734,1,standard,,
13,3735,1,standard,,
13,3736,1,standard,,
13,3737,1,standard,,
13,3738,1,standard,,
13,3739,1,standard,,
13,3740,1,standard,,
13,3741,1,standard,,
7,3742,0,standard,,
13,3743,1,standard,,
27,3744,1,standard,,
13,3745,1,standard,,
13,3746,1,standard,,
13,3747,1,standard,,
13,3748,1,standard,,
13,3749,1,standard,,
13,3750,1,standard,,
13,3751,1,standard,,
13,3752,1,standard,,
13,3753,1,standard,,
13,3754,1,standard,,
13,3755,1,standard,,
8,3756,0,standard,,
13,3757,1,standard,,
13,3758,1,standard,,
13,3759,1,standard,,
26,3760,0,standard,,
13,3761,1,standard,,
13,3762,1,standard,,
13,3763,1,standard,,
22,3764,0,standard,,
13,3765,1,standard,,
13,3766,1,standard,,
11,3767,0,standard,5,0.26064109790910844
10,3768,0,standard,,
13,3769,1,standard,,
22,3770,1,standard,,
13,3771,1,standard,,
26,3772,0,standard,,
6,3773,1,standard,,
13,3774,1,standard,,
13,3775,1,standard,,
13,3776,1,standard,,
13,3777,1,standard,,
13,3778,1,standard,,
13,3779,1,standard,,
13,3780,1,standard,,
13,3781,1,standard,,
13,3782,1,standard,,
13,3783,1,standard,,
13,3784,1,standard,,
13,3785,1,standard,,
13,3786,1,standard,,
13,3787,1,standard,,
14,3788,0,standard,,
13,3789,1,standard,,
13,3790,1,standard,,
13,3791,1,standard,,
10,3792,0,standard,,
8,3793,0,standard,,
13,3794,1,standard,,
13,3795,1,standard,,
13,3796,1,standard,,
13,3797,1,standard,,
13,3798,1,standard,,
13,3799,1,standard,,
13,3800,1,standard,,
13,3801,1,standard,,
13,3802,1,standard,,
13,3803,1,standard,,
13,3804,1,standard,,
13,3805,1,standard,,
13,3806,1,standard,,
13,3807,1,standard,,
13,3808,1,standard,,
13,3809,1,standard,,
13,3810,1,standard,,
13,3811,1,standard,,
26,3812,0,standard,,
13,3813,1,standard,,
13,3814,1,standard,,
13,3815,1,standard,,
13,3816,1,standard,,
13,3817,1,standard,,
13,3818,1,standard,,
13,3819,1,standard,,
13,3820,1,standard,,
26,3821,0,standard,,
13,3822,1,standard,,
13,3823,1,standard,,
13,3824,1,standard,,
38,3825,1,standard,,
13,3826,1,standard,,
13,3827,1,standard,,
26,3828,0,standard,,
13,3829,1,standard,,
13,3830,1,standard,,
13,3831,1,standard,,
13,3832,1,standard,,
13,3833,1,standard,,
13,3834,1,standard,,
13,3835,1,standard,,
13,3836,1,standard,,
13,3837,1,standard,,
13,3838,1,standard,,
13,3839,1,standard,,
13,3840,1,standard,,
13,3841,1,standard,,
13,3842,1,standard,,
13,3843,1,standard,,
13,3844,1,standard,,
13,3845,1,standard,,
13,3846,1,standard,,
13,3847,1,standard,,
13,3848,1,standard,,
13,3849,1,standard,,
13,3850,1,standard,,
13,3851,1,standard,,
13,3852,1,standard,,
13,3853,1,standard,,
13,3854,1,standard,,
13,3855,1,standard,,
13,3856,1,standard,,
13,3857,1,standard,,
13,3858,1,standard,,
13,3859,1,standard,,
13,3860,1,standard,,
13,3861,1,standard,,
13,3862,1,standard,,
13,3863,1,standard,,
26,3864,0,standard,,
13,3865,1,standard,,
13,3866,1,standard,,
13,3867,1,standard,,
13,3868,1,standard,,
13,3869,1,standard,,
26,3870,0,standard,,
13,3871,1,standard,,
13,3872,1,standard,,
13,3873,1,standard,,
13,3874,1,standard,,
13,3875,1,standard,,
13,3876,1,standard,,
13,3877,1,standard,,
13,3878,1,standard,,
13,3879,1,standard,,
13,3880,1,standard,,
13,3881,1,standard,,
13,3882,1,standard,,
3,3883,0,standard,5,0.20019390925208005
3,3884,0,standard,5,0.18017451832687204
13,3885,1,standard,,
13,3886,1,standard,,
13,3887,1,standard,,
13,3888,1,standard,,
13,3889,1,standard,,
13,3890,1,standard,,
13,3891,1,standard,,
13,3892,1,standard,,
26,3893,0,standard,,
13,3894,1,standard,,
13,3895,1,standard,,
13,3896,1,standard,,
13,3897,1,standard,,
13,3898,1,standard,,
13,3899,1,standard,,
13,3900,1,standard,,
7,3901,0,standard,,
13,3902,1,standard,,
13,3903,1,standard,,
22,3904,1,standard,,
13,3905,1,standard,,
9,3906,0,standard,5,0.2345769881181976
13,3907,1,standard,,
13,3908,1,standard,,
13,3909,1,standard,,
13,3910,1,standard,,
13,3911,1,standard,,
13,3912,1,standard,,
13,3913,1,standard,,
14,3914,1,standard,,
13,3915,1,standard,,
13,3916,1,standard,,
6,3917,1,standard,,
13,3918,1,standard,,
13,3919,1,standard,,
13,3920,1,standard,,
13,3921,1,standard,,
13,3922,1,standard,,
13,3923,1,standard,,
13,3924,1,standard,,
26,3925,0,standard,,
13,3926,1,standard,,
13,3927,1,standard,,
13,3928,1,standard,,
13,3929,1,standard,,
13,3930,1,standard,,
13,3931,1,standard,,
13,3932,1,standard,,
13,3933,1,standard,,
13,3934,1,standard,,
13,3935,1,standard,,
13,3936,1,standard,,
13,3937,1,standard,,
13,3938,1,standard,,
13,3939,1,standard,,
13,3940,1,standard,,
13,3941,1,standard,,
13,3942,1,standard,,
13,3943,1,standard,,
2,3944,0,standard,,
13,3945,1,standard,,
13,3946,1,standard,,
13,3947,1,standard,,
13,3948,1,standard,,
13,3949,1,standard,,
13,3950,1,standard,,
13,3951,1,standard,,
13,3952,1,standard,,
13,3953,1,standard,,
13,3954,1,standard,,
13,3955,1,standard,,
13,3956,1,standard,,
13,3957,1,standard,,
13,3958,1,standard,,
13,3959,1,standard,,
13,3960,1,standard,,
13,3961,1,standard,,
13,3962,1,standard,,
13,3963,1,standard,,
13,3964,1,standard,,
5,3965,0,standard,,
13,3966,1,standard,,
13,3967,1,standard,,
13,3968,1,standard,,
13,3969,1,standard,,
13,3970,1,standard,,
13,3971,1,standard,,
13,3972,1,standard,,
13,3973,1,standard,,
13,3974,1,standard,,
13,3975,1,standard,,
13,3976,1,standard,,
13,3977,1,standard,,
13,3978,1,standard,,
13,3979,1,standard,,
9,3980,0,standard,5,0.21111928930637786
13,3981,1,standard,,
13,3982,1,standard,,
11,3983,0,standard,5,0.19000736037574006
13,3984,1,standard,,
13,3985,1,standard,,
13,3986,1,standard,,
6,3987,0,standard,5,0.20291705873618132
13,3988,1,standard,,
13,3989,1,standard,,
13,3990,1,standard,,
13,3991,1,standard,,
13,3992,1,standard,,
5,3993,0,standard,,
13,3994,1,standard,,
13,3995,1,standard,,
13,3996,1,standard,,
13,3997,1,standard,,
13,3998,1,standard,,
22,3999,1,standard,,
13,4000,1,standard,,
13,4001,1,standard,,
13,4002,1,standard,,
13,4003,1,standard,,
10,4004,0,standard,,
13,4005,1,standard,,
26,4006,0,standard,,
26,4007,0,standard,,
13,4008,1,standard,,
13,4009,1,standard,,
13,4010,1,standard,,
13,4011,1,standard,,
13,4012,1,standard,,
13,4013,1,standard,,
13,4014,1,standard,,
13,4015,1,standard,,
13,4016,1,standard,,
13,4017,1,standard,,
12,4018,0,standard,,
8,4019,0,standard,,
13,4020,1,standard,,
7,4021,0,standard,,
13,4022,1,standard,,
13,4023,1,standard,,
13,4024,1,standard,,
13,4025,1,standard,,
13,4026,1,standard,,
13,4027,1,standard,,
13,4028,1,standard,,
13,4029,1,standard,,
13,4030,1,standard,,
13,4031,1,standard,,
13,4032,1,standard,,
13,4033,1,standard,,
13,4034,1,standard,,
13,4035,1,standard,,
13,4036,1,standard,,
13,4037,1,standard,,
13,4038,1,standard,,
13,4039,1,standard,,
13,4040,1,standard,,
13,4041,1,standard,,
13,4042,1,standard,,
13,4043,1,standard,,
13,4044,1,standard,,
13,4045,1,standard,,
13,4046,1,standard,,
13,4047,1,standard,,
13,4048,1,standard,,
13,4049,1,standard,,
13,4050,1,standard,,
13,4051,1,standard,,
5,4052,0,standard,,
13,4053,1,standard,,
13,4054,1,standard,,
13,4055,1,standard,,
13,4056,1,standard,,
13,4057,1,standard,,
13,4058,1,standard,,
13,4059,1,standard,,
13,4060,1,standard,,
13,4061,1,standard,,
13,4062,1,standard,,
11,4063,0,standard,5,0.17100662433816605
13,4064,1,standard,,
13,4065,1,standard,,
13,4066,1,standard,,
13,4067,1,standard,,
13,4068,1,standard,,
13,4069,1,standard,,
10,4070,0,standard,,
13,4071,1,standard,,
22,4072,1,standard,,
13,4073,1,standard,,
13,4074,1,standard,,
13,4075,1,standard,,
13,4076,1,standard,,
13,4077,1,standard,,
13,4078,1,standard,,
13,4079,1,standard,,
13,4080,1,standard,,
13,4081,1,standard,,
13,4082,1,standard,,
13,4083,1,standard,,
13,4084,1,standard,,
13,4085,1,standard,,
26,4086,0,standard,,
13,4087,1,standard,,
13,4088,1,standard,,
13,4089,1,standard,,
13,4090,1,standard,,
13,4091,1,standard,,
13,4092,1,standard,,
13,4093,1,standard,,
13,4094,1,standard,,
13,4095,1,standard,,
13,4096,1,standard,,
13,4097,1,standard,,
13,4098,1,standard,,
13,4099,1,standard,,
13,4100,1,standard,,
13,4101,1,standard,,
13,4102,1,standard,,
13,4103,1,standard,,
13,4104,1,standard,,
13,4105,1,standard,,
13,4106,1,standard,,
13,4107,1,standard,,
13,4108,1,standard,,
13,4109,1,standard,,
13,4110,1,standard,,
13,4111,1,standard,,
13,4112,1,standard,,
13,4113,1,standard,,
26,4114,0,standard,,
13,4115,1,standard,,
13,4116,1,standard,,
13,4117,1,standard,,
13,4118,1,standard,,
13,4119,1,standard,,
13,4120,1,standard,,
13,4121,1,standard,,
13,4122,1,standard,,
13,4123,1,standard,,
13,4124,1,standard,,
13,4125,1,standard,,
8,4126,0,standard,,
13,4127,1,standard,,
13,4128,1,standard,,
13,4129,1,standard,,
26,4130,0,standard,,
13,4131,1,standard,,
8,4132,0,standard,,
13,4133,1,standard,,
13,4134,1,standard,,
14,4135,1,standard,,
13,4136,1,standard,,
13,4137,1,standard,,
13,4138,1,standard,,
13,4139,1,standard,,
13,4140,1,standard,,
13,4141,1,standard,,
13,4142,1,standard,,
13,4143,1,standard,,
13,4144,1,standard,,
13,4145,1,standard,,
13,4146,1,standard,,
13,4147,1,standard,,
13,4148,1,standard,,
13,4149,1,standard,,
13,4150,1,standard,,
13,4151,1,standard,,
13,4152,1,standard,,
13,4153,1,standard,,
13,4154,1,standard,,
13,4155,1,standard,,
13,4156,1,standard,,
13,4157,1,standard,,
13,4158,1,standard,,
13,4159,1,standard,,
13,4160,1,standard,,
13,4161,1,standard,,
13,4162,1,standard,,
13,4163,1,standard,,
13,4164,1,standard,,
13,4165,1,standard,,
13,4166,1,standard,,
7,4167,0,standard,,
13,4168,1,standard,,
13,4169,1,standard,,
13,4170,1,standard,,
13,4171,1,standard,,
8,4172,0,standard,,
8,4173,0,standard,,
13,4174,1,standard,,
13,4175,1,standard,,
13,4176,1,standard,,
13,4177,1,standard,,
13,4178,1,standard,,
6,4179,1,standard,,
13,4180,1,standard,,
13,4181,1,standard,,
13,4182,1,standard,,
13,4183,1,standard,,
8,4184,0,standard,,
13,4185,1,standard,,
13,4186,1,standard,,
13,4187,1,standard,,
13,4188,1,standard,,
13,4189,1,standard,,
8,4190,0,standard,,
13,4191,1,standard,,
13,4192,1,standard,,
13,4193,1,standard,,
13,4194,1,standard,,
13,4195,1,standard,,
13,4196,1,standard,,
2,4197,0,standard,,
13,4198,1,standard,,
13,4199,1,standard,,
13,4200,1,standard,,
13,4201,1,standard,,
13,4202,1,standard,,
7,4203,0,standard,,
13,4204,1,standard,,
13,4205,1,standard,,
13,4206,1,standard,,
13,4207,1,standard,,
13,4208,1,standard,,
13,4209,1,standard,,
13,4210,1,standard,,
13,4211,1,standard,,
13,4212,1,standard,,
13,4213,1,standard,,
8,4214,0,standard,,
6,4215,1,standard,,
13,4216,1,standard,,
13,4217,1,standard,,
13,4218,1,standard,,
13,4219,1,standard,,
13,4220,1,standard,,
8,4221,0,standard,,
13,4222,1,standard,,
13,4223,1,standard,,
13,4224,1,standard,,
13,4225,1,standard,,
10,4226,0,standard,,
13,4227,1,standard,,
7,4228,0,standard,,
13,4229,1,standard,,
13,4230,1,standard,,
13,4231,1,standard,,
13,4232,1,standard,,
13,4233,1,standard,,
13,4234,1,standard,,
13,4235,1,standard,,
13,4236,1,standard,,
13,4237,1,standard,,
13,4238,1,standard,,
13,4239,1,standard,,
13,4240,1,standard,,
13,4241,1,standard,,
13,4242,1,standard,,
13,4243,1,standard,,
13,4244,1,standard,,
13,4245,1,standard,,
13,4246,1,standard,,
13,4247,1,standard,,
13,4248,1,standard,,
13,4249,1,standard,,
13,4250,1,standard,,
13,4251,1,standard,,
13,4252,1,standard,,
13,4253,1,standard,,
13,4254,1,standard,,
13,4255,1,standard,,
13,4256,1,standard,,
2,4257,0,standard,,
13,4258,1,standard,,
13,4259,1,standard,,
13,4260,1,standard,,
13,4261,1,standard,,
13,4262,1,standard,,
13,4263,1,standard,,
13,4264,1,standard,,
13,4265,1,standard,,
13,4266,1,standard,,
13,4267,1,standard,,
13,4268,1,standard,,
26,4269,0,standard,,
13,4270,1,standard,,
13,4271,1,standard,,
13,4272,1,standard,,
13,4273,1,standard,,
13,4274,1,standard,,
13,4275,1,standard,,
13,4276,1,standard,,
13,4277,1,standard,,
13,4278,1,standard,,
13,4279,1,standard,,
13,4280,1,standard,,
13,4281,1,standard,,
13,4282,1,standard,,
13,4283,1,standard,,
13,4284,1,standard,,
13,4285,1,standard,,
22,4286,1,standard,,
13,4287,1,standard,,
13,4288,1,standard,,
13,4289,1,standard,,
13,4290,1,standard,,
22,4291,1,standard,,
13,4292,1,standard,,
13,4293,1,standard,,
13,4294,1,standard,,
13,4295,1,standard,,
13,4296,1,standard,,
22,4297,1,standard,,
13,4298,1,standard,,
13,4299,1,standard,,
13,4300,1,standard,,
13,4301,1,standard,,
13,4302,1,standard,,
13,4303,1,standard,,
13,4304,1,standard,,
13,4305,1,standard,,
13,4306,1,standard,,
13,4307,1,standard,,
13,4308,1,standard,,
13,4309,1,standard,,
13,4310,1,standard,,
6,4311,1,standard,,
13,4312,1,standard,,
13,4313,1,standard,,
13,4314,1,standard,,
13,4315,1,standard,,
13,4316,1,standard,,
26,4317,0,standard,,
13,4318,1,standard,,
13,4319,1,standard,,
13,4320,1,standard,,
13,4321,1,standard,,
13,4322,1,standard,,
13,4323,1,standard,,
13,4324,1,standard,,
13,4325,1,standard,,
13,4326,1,standard,,
13,4327,1,standard,,
13,4328,1,standard,,
13,4329,1,standard,,
13,4330,1,standard,,
13,4331,1,standard,,
13,4332,1,standard,,
13,4333,1,standard,,
13,4334,1,standard,,
13,4335,1,standard,,
13,4336,1,standard,,
13,4337,1,standard,,
13,4338,1,standard,,
13,4339,1,standard,,
13,4340,1,standard,,
13,4341,1,standard,,
13,4342,1,standard,,
13,4343,1,standard,,
13,4344,1,standard,,
13,4345,1,standard,,
13,4346,1,standard,,
13,4347,1,standard,,
13,4348,1,standard,,
13,4349,1,standard,,
11,4350,0,standard,5,0.15390596190434944
13,4351,1,standard,,
13,4352,1,standard,,
13,4353,1,standard,,
13,4354,1,standard,,
13,4355,1,standard,,
13,4356,1,standard,,
13,4357,1,standard,,
13,4358,1,standard,,
13,4359,1,standard,,
13,4360,1,standard,,
13,4361,1,standard,,
13,4362,1,standard,,
13,4363,1,standard,,
13,4364,1,standard,,
13,4365,1,standard,,
13,4366,1,standard,,
13,4367,1,standard,,
13,4368,1,standard,,
13,4369,1,standard,,
7,4370,0,standard,,
26,4371,0,standard,,
13,4372,1,standard,,
13,4373,1,standard,,
13,4374,1,standard,,
13,4375,1,standard,,
13,4376,1,standard,,
13,4377,1,standard,,
22,4378,1,standard,,
13,4379,1,standard,,
13,4380,1,standard,,
13,4381,1,standard,,
13,4382,1,standard,,
13,4383,1,standard,,
13,4384,1,standard,,
13,4385,1,standard,,
2,4386,0,standard,,
13,4387,1,standard,,
13,4388,1,standard,,
13,4389,1,standard,,
13,4390,1,standard,,
22,4391,1,standard,,
13,4392,1,standard,,
2,4393,0,standard,,
13,4394,1,standard,,
13,4395,1,standard,,
13,4396,1,standard,,
13,4397,1,standard,,
13,4398,1,standard,,
13,4399,1,standard,,
13,4400,1,standard,,
13,4401,1,standard,,
13,4402,1,standard,,
13,4403,1,standard,,
22,4404,1,standard,,
13,4405,1,standard,,
10,4406,0,standard,,
22,4407,1,standard,,
13,4408,1,standard,,
13,4409,1,standard,,
13,4410,1,standard,,
13,4411,1,standard,,
13,4412,1,standard,,
13,4413,1,standard,,
13,4414,1,standard,,
13,4415,1,standard,,
13,4416,1,standard,,
22,4417,1,standard,,
13,4418,1,standard,,
13,4419,1,standard,,
13,4420,1,standard,,
22,4421,1,standard,,
13,4422,1,standard,,
13,4423,1,standard,,
13,4424,1,standard,,
13,4425,1,standard,,
13,4426,1,standard,,
13,4427,1,standard,,
13,4428,1,standard,,
13,4429,1,standard,,
13,4430,1,standard,,
13,4431,1,standard,,
13,4432,1,standard,,
13,4433,1,standard,,
13,4434,1,standard,,
13,4435,1,standard,,
13,4436,1,standard,,
13,4437,1,standard,,
13,4438,1,standard,,
13,4439,1,standard,,
13,4440,1,standard,,
13,4441,1,standard,,
13,4442,1,standard,,
13,4443,1,standard,,
9,4444,0,standard,5,0.13851536571391448
8,4445,0,standard,,
13,4446,1,standard,,
3,4447,0,standard,5,0.2914804925374385
13,4448,1,standard,,
13,4449,1,standard,,
26,4450,0,standard,,
13,4451,1,standard,,
13,4452,1,standard,,
13,4453,1,standard,,
13,4454,1,standard,,
13,4455,1,standard,,
5,4456,0,standard,,
13,4457,1,standard,,
13,4458,1,standard,,
13,4459,1,standard,,
13,4460,1,standard,,
13,4461,1,standard,,
13,4462,1,standard,,
13,4463,1,standard,,
13,4464,1,standard,,
13,4465,1,standard,,
13,4466,1,standard,,
13,4467,1,standard,,
13,4468,1,standard,,
13,4469,1,standard,,
13,4470,1,standard,,
10,4471,0,standard,,
13,4472,1,standard,,
13,4473,1,standard,,
13,4474,1,standard,,
13,4475,1,standard,,
13,4476,1,standard,,
13,4477,1,standard,,
13,4478,1,standard,,
13,4479,1,standard,,
13,4480,1,standard,,
13,4481,1,standard,,
13,4482,1,standard,,
12,4483,0,standard,,
13,4484,1,standard,,
13,4485,1,standard,,
13,4486,1,standard,,
13,4487,1,standard,,
13,4488,1,standard,,
13,4489,1,standard,,
13,4490,1,standard,,
13,4491,1,standard,,
13,4492,1,standard,,
13,4493,1,standard,,
13,4494,1,standard,,
13,4495,1,standard,,
13,4496,1,standard,,
13,4497,1,standard,,
13,4498,1,standard,,
13,4499,1,standard,,
13,4500,1,standard,,
13,4501,1,standard,,
13,4502,1,standard,,
13,4503,1,standard,,
10,4504,0,standard,,
13,4505,1,standard,,
13,4506,1,standard,,
13,4507,1,standard,,
13,4508,1,standard,,
13,4509,1,standard,,
13,4510,1,standard,,
13,4511,1,standard,,
13,4512,1,standard,,
13,4513,1,standard,,
13,4514,1,standard,,
13,4515,1,standard,,
13,4516,1,standard,,
13,4517,1,standard,,
13,4518,1,standard,,
13,4519,1,standard,,
9,4520,0,standard,5,0.12466382914252304
3,4521,0,standard,5,0.26233244328369465
13,4522,1,standard,,
13,4523,1,standard,,
13,4524,1,standard,,
13,4525,1,standard,,
13,4526,1,standard,,
13,4527,1,standard,,
3,4528,0,standard,5,0.2360991989553252
